SRCID,Mode,Q1,Q2,nominal Q2,Q3,Q4,binary undecided voter,DUM1,DUM2,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5m,Q6,Q7a,Q7b,Q7c,Q7d,Q7e,Q7f,Q7g,Q7h,Q7i,Q8,Q9a,Q9b,Q9c,Q9d,Q9e,Q9f,Q9g,Q9h,Q9i,Q9j,Q9k,Q10,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_DK,Q13_REF,Q14,Q15a,Q15b,Q15c,Q15d,Q15e,Q15f,Q15g,Q15h,Q15i,Q15_safe_gambler,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d,Q18,Q20,Q22,Q23,Q24,Q25,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,nominal StateMap
1151,2,4,11,"""11""",35,4,FALSE,2,1,2,2,2,2,1,1,3,1,1,1,1,1,9,1,2,2,2,1,2,2,1,2,5,3,3,2,3,2,3,2,2,1,2,2,1,1,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,3,3,2,2,2,2,4,1,2,3,2,3,9,9,3, , , ,1,1,3,3,3,"""3"""
621,2,2,8,"""8""",16,3,FALSE,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,3,2,1,2,3,2,2,2,2,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,52,4,4,4,4,4,4,3,4,4,0.962962963,2,1,3,2,2,3,3,3,2,3,3,3,2,8,7,1, , , ,2,2, ,8,8,"""8"""
485,2,4,16,"""16""",11,1,FALSE,2,1,2,1,2,1,3,2,2,2,1,2,3,2,4,1,1,1,1,1,1,1,1,1,2,4,3,3,3,2,3,3,3,3,3,3,1,2,3,2,2,2,2,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,3,2,3,3,3,2,3,3,7,9,3, , , ,1,2,3,1,1,"""1"""
1904,2,4,11,"""11""",36,3,FALSE,1,2,2,2,1,1,2,2,2,3,2,2,2,1,4,1,1,1,1,1,1,1,1,1,9,4,3,3,3,4,3,3,3,3,3,2,2,2,3,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,2,3,3,3,2,3,2,3,3,2,8,3,2012,1,2,2,2,1,1,1,"""1"""
1600,1,2,1,"""1""",13,1,FALSE,1,1,2,2,1,1,2,1,2,2,2,1,2,3,6,2,2,2,2,3,3,3,2,3,8,4,3,3,3,3,3,3,1,1,4,1,2,3,3,3,3,4,4,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,4,4,4,4,4,4,3,4,4,0.962962963,1,1,3,3,2,3,3,3,1,2,3,2,2,5,7,1, , , ,1,3,3,1,1,"""1"""
2436,2,2,11,"""11""",16,3,FALSE,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,4,4,1,2,1,1,1,2,1,1,4,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,1,1,2,3,2,2,4,3,2,3,2,3,1,8,7,3, , , ,1,1,3,2,2,"""2"""
285,2,4,1,"""1""",16,15,FALSE,2,2,3,3,3,3,2,2,1,2,2,2,3,2,8,2,2,2,2,2,2,3,2,2,8,4,4,4,4,4,3,3,3,3,3,3,2,2,4,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,4,4,4,4,4,4,2,4,4,0.925925926,3,1,1,3,2,4,4,3,2,3,2,3,3,7,6,1, , , ,1,2,3,1,1,"""1"""
1238,1,4,5,"""5""",-98,3,FALSE,2,2,2,2,2,1,1,1,2,1,1,2,4,2,4,1,1,2,1,1,1,1,1,1,2,3,3,3,2,3,3,3,1,1,-98,-98,2,1,4,2,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,1,2,1,1,3,1,3,2,3,1,3,2,4,3,7,5,1, , , ,2,4,3,3,3,"""3"""
1278,1,2,1,"""1""",5,1,FALSE,1,2,1,1,2,1,2,1,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,9,2,2,2,2,1,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,4,4,4,4,4,4,4,4,1,2,2,3,2,3,3,3,3,2,2,2,3,3,3,6,1, , , ,2,4,3,3,3,"""3"""
653,2,2,29,"""29""",4,1,FALSE,2,2,1,4,2,1,3,2,4,2,1,2,3,4,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,2,3,1,4,4,3,2,2,2,2,3,5,6,3,1967,1,2,2,4,1,5,5,"""5"""
560,2,2,20,"""20""",32,3,FALSE,1,1,1,2,1,2,3,1,3,3,2,2,2,1,4,2,1,1,2,1,2,2,1,1,9,3,2,3,2,2,2,1,2,2,2,2,2,1,4,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,12,4,3,4,4,4,4,3,4,4,0.925925926,2,2,3,3,2,3,2,3,2,3,2,2,3,6,7,3, , , ,2,2,2,1,1,"""1"""
654,2,2,35,"""35""",37,4,FALSE,1,1,1,2,3,3,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,8,2,3,3,3,2,2,3,2,2,2,2,1,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,2,2,2,2,2,3,4,2,2,3,2,3,2,3,8,3,2001,1,2,2,2,1,2,2,"""2"""
1690,2,2,1,"""1""",11,1,FALSE,2,2,1,2,2,1,1,1,2,1,1,1,2,1,4,2,1,2,2,1,2,2,1,1,5,3,3,2,3,3,3,3,1,2,2,2,2,1,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,3,2,2,2,2,2,3,2,3,3,2,3,7,7,3,2006,1,2,1,2,1,1,1,"""1"""
1803,2,4,-99,"""-99""", ,-99,TRUE,2,2,3,1,2,2,3,3,3,3,2,3,3,2,2,1,1,1,1,1,1,1,1,1,9,4,4,3,3,4,2,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1,2,1,1,4,1,4,4,1,1,4,1,4,4,7,5,1, , , ,2,2,2,2,2,"""2"""
369,2,4,20,"""20""",35,4,FALSE,1,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,2,2,2,1,1,1,1,3,3,3,3,4,3,2,-98,-98,2,-98,-98,2,3,3,-98,-98,-98,2,-98,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,4,4,4,4,4,4,4,4,4,1,3,2,2,3,2,3,3,2,3,3,2,3,3,6,6,1, , , ,2,3,2,1,1,"""1"""
1820,2,2,1,"""1""", ,1,FALSE,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,3,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,3,2,1,3,3,3,2,2,3,1,2,3,8,3,2003,2, ,2,2,1,1,1,"""1"""
160,2,2,7,"""7""",29,1,FALSE,1,1,1,4,2,1,4,1,2,4,3,3,4,3,1,1,1,3,1,1,1,3,1,1,9,3,2,2,2,3,2,2,2,1,2,2,1,1,4,2,1,3,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,2,1,1,2,1,3,3,3,3,4,3,2,2,3,8,1, , , ,2,4,3,2,2,"""2"""
2404,2,1,1,"""1""",5,1,FALSE,1,1,2,2,2,1,3,2,2,3,2,3,3,2,4,2,2,2,2,1,2,3,2,2,5,2,3,2,3,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,3,3,2,3,3,3,3,3,2,3,2,2,7,9,3,2003,2, ,1,2,1,5,5,"""5"""
23,1,2,5,"""5""",6,3,FALSE,1,1,2,1,2,1,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,52,4,4,4,4,3,3,3,4,3,0.851851852,2,1,2,3,2,2,3,3,2,2,2,3,2,5,5,1, , , ,1,4,3,1,1,"""1"""
876,2,4,35,"""35""",11,4,FALSE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,4,3,4,4,2,2,2,2,2,3,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,4,1,4,4,1,1,4,1,4,1,8,7,3, , , ,2,1,2,1,1,"""1"""
606,2,2,11,"""11""",36,4,FALSE,1,3,1,2,2,1,2,1,3,1,1,1,3,1,4,1,1,2,1,1,1,3,1,1,2,4,2,2,3,3,1,1,2,1,2,2,1,1,4,1,1,1,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,3,2,2,3,2,3,4,1,1,3,2,2,7,8,1, , , ,2, ,2,5,5,"""5"""
1083,2,2,16,"""16""",11,32,FALSE,1,1,1,2,1,1,2,2,2,2,2,2,3,2,1,2,1,1,1,1,1,1,1,1,2,3,3,2,2,3,2,2,2,2,2,2,1,1,3,2,1,1,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,3,4,4,0.962962963,2,2,1,3,1,3,3,2,2,3,2,4,2,5,6,1, , , ,2,2,3,4,4,"""4"""
1312,1,4,19,"""19""",13,1,FALSE,1,1,1,1,4,-98,4,-98,2,4,3,2,-98,-98,-98,2,1,1,2,1,1,1,1,1,2,3,1,-98,-98,3,-98,1,-98,3,-98,-98,-98,1,2,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,1,1,1,3,1,3,3,3,2,-98,1,-98,2,5,0,1, , , ,2,4,3,3,3,"""3"""
77,2,2,13,"""13""",27,1,FALSE,1,3,2,2,1,1,4,1,1,3,2,2,3,2,6,3,1,2,1,1,2,3,1,1,2,3,2,2,2,1,2,2,2,2,3,2,2,2,4,2,2,2,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,2,2,2,1,3,2,3,3,2,2,2,3,3,3,7,3, , , ,1,2,2,1,1,"""1"""
979,2,2,16,"""16""",1,3,FALSE,1,2,3,2,4,2,1,1,1,3,1,3,1,2,9,1,2,2,2,1,2,2,2,1,5,4,3,3,3,4,2,2,3,2,3,3,2,2,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,2,3,2,3,3,3,2,3,2,3,2,6,7,3,1978,1,2,1,4,1,2,2,"""2"""
1355,2,4,11,"""11""",11,5,FALSE,2,1,1,1,1,1,2,1,2,2,2,1,1,1,3,2,2,2,1,1,2,2,1,2,5,3,4,2,3,4,2,2,1,1,1,1,1,2,4,1,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,4,2,2,3,2,3,2,3,2,4,2,2,3,7,9,1, , , ,1,3,3,5,5,"""5"""
311,2,2,16,"""16""",11,1,FALSE,2,2,1,1,1,1,1,2,2,2,2,2,2,2,9,2,1,1,2,2,2,2,2,1,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,2,2,3,2,3,3,3,2,2,2,2,2,2,7,1, , , ,1,3,2,5,5,"""5"""
307,2,4,11,"""11""",96,3,FALSE,1,1,2,2,2,1,3,1,2,2,1,1,1,1,6,2,2,2,3,1,2,2,1,1,5,2,2,3,3,4,2,2,2,3,3,2,2,2,3,2,1,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,4,4,4,4,1,3,1,2,2,2,3,2,3,1,4,2,2,3,6,7,1, , , ,1,3,2,2,2,"""2"""
1056,2,1,28,"""28""",4,16,FALSE,1,3,3,2,1,2,3,1,2,3,2,3,3,2,3,1,1,2,2,1,2,2,1,1,2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,2,2,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,1,2,2,3,2,3,3,3,3,3,3,3,2,3,5,8,1,1974,2, ,2,3,1,4,4,"""4"""
85,2,2,29,"""29""",35,3,FALSE,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,5,3,3,2,2,3,1,1,2,1,2,2,1,1,3,2,2,2,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,12,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,3,4,3,2,3,3,3,3,5,7,1, , , ,2,4,3,4,4,"""4"""
543,2,2,11,"""11""",5,3,FALSE,2,1,2,2,2,1,1,1,1,1,2,2,1,1,4,2,2,1,2,1,2,1,1,1,3,3,3,2,3,3,2,1,2,2,2,2,1,1,3,2,2,1,2,2,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,6,4,4,3,4,4,4,2,4,4,0.888888889,4,1,1,4,3,4,4,2,1,3,2,3,2,7,10,3,2008,2, ,2,2,1,2,2,"""2"""
2042,2,4,6,"""6""",29,1,FALSE,2,3,2,2,2,1,2,1,2,2,1,2,2,2,4,1,1,2,1,1,2,1,1,1,2,3,3,3,3,3,2,3,2,2,3,2,2,1,2,2,2,2,2,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,6,4,4,4,4,4,4,4,4,4,1,2,2,3,3,2,3,3,2,3,2,3,2,2,8,7,1,1992,2, ,2,2,1,1,1,"""1"""
784,2,2,1,"""1""",5,15,FALSE,1,3,2,2,3,3,3,2,1,3,2,4,1,4,6,2,1,2,1,2,1,3,1,1,9,4,3,3,3,2,2,2,1,2,2,2,1,1,3,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,1,2,2,4,1,2,4,2,2,4,2,3,3,9,7,1, , , ,1,4,2,4,4,"""4"""
342,2,2,11,"""11""",96,3,FALSE,2,1,2,1,1,1,1,1,1,1,1,1,2,1,4,2,1,1,1,1,1,1,1,1,2,3,3,1,3,3,1,1,2,1,1,2,1,1,4,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,2,2,2,4,4,3,2,4,1,4,2,2,8,3,2018,1,1,2,1,1,2,2,"""2"""
2002,2,4,19,"""19""",1,6,FALSE,1,1,2,2,2,1,3,2,1,1,2,2,2,1,4,2,1,2,1,2,2,3,1,1,2,4,3,3,3,3,3,3,3,2,3,3,2,2,4,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,4,1,4,4,1,2,4,1,4,4,6,6,3,1998,1,2,2,2,1,3,3,"""3"""
819,2,2,8,"""8""",36,3,FALSE,1,1,2,2,3,1,2,1,1,2,2,2,4,3,6,1,1,1,1,1,1,2,2,1,2,4,3,3,1,2,3,3,1,1,2,2,1,1,3,1,1,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,96,3,3,3,3,3,3,4,4,3,0.740740741,2,2,1,3,3,3,3,3,2,4,2,3,3,8,2,1, , , ,1,3,3,2,2,"""2"""
219,2,4,17,"""17""",1,3,FALSE,1,2,1,2,1,1,1,1,2,1,1,2,4,2,-98,1,1,1,1,2,2,2,1,1,-98,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,48,4,4,4,4,4,4,4,4,4,1,3,2,2,3,2,3,3,-98,2,2,2,3,3,4,9,1, , , ,2,2,2,2,2,"""2"""
602,2,4,13,"""13""",19,13,FALSE,1,2,2,2,1,1,3,2,2,2,2,2,2,3,4,1,1,2,1,1,1,1,2,1,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,4,4,4,4,4,4,4,4,4,1,3,1,1,3,1,4,3,1,2,4,1,3,3,7,7,3, , , ,2,4,3,6,6,"""6"""
1891,1,1,1,"""1""",8,6,FALSE,2,2,1,2,1,1,4,2,2,2,3,2,4,1,12,1,1,1,2,1,1,1,1,1,9,3,2,3,1,2,2,2,2,2,2,2,2,1,4,1,1,1,1,2,2,1,1,0,0,1,1,0,0,0,1,1,0,0,0,208,3,3,3,4,3,2,3,3,4,0.703703704,1,1,2,3,1,3,2,2,4,4,1,2,2,10,9,1,2012,1,2,1,2,1,3,3,"""3"""
2003,2,4,32,"""32""",16,3,FALSE,2,3,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,5,3,2,2,3,3,3,2,2,1,2,1,1,1,4,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,1,3,2,4,3,3,2,4,2,3,3,8,10,3,1975,1,2,1,4,1,1,1,"""1"""
1401,2,2,1,"""1""",13,1,FALSE,2,1,2,2,2,1,3,1,1,3,2,2,2,2,6,2,1,1,2,1,3,3,1,1,9,3,2,3,2,2,3,3,2,2,2,2,1,2,3,2,2,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,4,4,4,3,4,4,4,4,0.925925926,2,2,2,3,2,3,3,2,3,3,3,2,2,7,7,1, , , ,1,3,3,1,1,"""1"""
519,2,1,1,"""1""", ,96,FALSE,1,3,2,1,3,3,2,1,2,3,2,2,2,2,6,1,2,2,2,1,2,3,2,2,1,3,2,1,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104,4,4,3,4,4,4,4,4,4,0.962962963,2,1,2,3,3,3,2,4,2,4,2,2,1,4,6,3,1972,2, ,1,4,1,1,1,"""1"""
873,2,2,16,"""16""",11,5,FALSE,2,2,1,2,3,1,1,1,2,1,1,2,2,1,9,1,2,2,2,1,2,2,1,1,5,2,2,1,3,3,2,2,2,1,2,1,2,2,4,2,2,2,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,4,4,4,4,4,4,4,4,4,1,2,4,1,3,2,3,4,2,2,4,2,3,3,6,6,3,2001,1,2,2,2,1,8,8,"""8"""
1390,2,2,11,"""11""",11,4,FALSE,1,1,1,3,2,1,3,1,3,2,2,2,2,1,1,1,3,1,2,1,1,2,1,1,5,2,2,2,2,3,3,3,2,2,2,2,1,1,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,3,2,2,3,3,3,3,4,2,3,3,7,10,3,1983,1,2,1,3,1,1,1,"""1"""
1655,2,4,11,"""11""",16,3,FALSE,1,1,2,2,3,2,2,1,2,2,2,2,2,1,12,1,2,1,2,1,2,2,1,2,1,2,4,2,3,3,2,2,2,2,2,1,-98,2,3,2,2,2,2,2,-98,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,2,3,1,3,4,2,1,4,1,-98,3,5,7,1, , , ,2,4,3,2,2,"""2"""
938,2,2,13,"""13""",96,1,FALSE,2,3,1,3,2,2,1,1,2,2,1,1,2,1,8,1,2,2,2,2,1,2,1,2,5,4,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,156,4,4,4,4,4,4,4,4,4,1,2,1,2,3,2,1,2,3,2,3,2,3,2,5,6,1, , , ,2,3,3,5,5,"""5"""
1411,2,2,16,"""16""",19,96,FALSE,2,1,1,4,3,3,2,2,3,1,1,2,2,2,9,3,3,3,3,1,1,2,1,3,5,2,3,2,3,3,2,3,2,2,3,1,2,2,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,2,3,3,4,3,3,3,2,3,3,4,6,3,1993,1,2,2,2,1,6,6,"""6"""
213,2,2,16,"""16""",8,3,FALSE,1,3,2,2,3,3,4,1,3,4,3,3,4,2,4,1,1,1,1,1,2,2,1,1,8,4,4,2,3,3,2,2,2,2,2,1,1,2,3,2,1,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,3,1,2,2,2,3,4,3,2,4,2,3,3,7,8,1,2007,1,2,1,3,1,2,2,"""2"""
222,2,4,11,"""11""",4,3,FALSE,2,2,1,1,1,1,1,1,1,1,1,2,3,1,4,1,1,1,2,1,1,1,1,1,8,3,3,2,3,2,3,3,2,2,2,2,2,1,4,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,1,3,3,2,3,1,3,4,3,2,1,3,1,2,7,10,1, , , ,2,2,3,2,2,"""2"""
550,2,2,11,"""11""",5,3,FALSE,1,1,2,1,2,2,3,1,2,2,1,2,3,1,4,1,2,1,2,1,2,2,1,2,5,2,3,2,3,2,1,1,2,2,1,4,1,1,3,2,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,2,1,3,4,4,4,1,2,2,2,3,3,5,10,3,2005,1,2,1,2,1,6,6,"""6"""
64,2,2,8,"""8""",27,-99,TRUE,1,1,1,1,2,1,3,2,3,2,1,2,3,3,4,1,1,1,1,2,2,2,2,1,-98,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,3,2,2,3,2,3,3,3,2,3,2,3,3,5,5,1, , , ,2,2,3,2,2,"""2"""
1272,2,2,19,"""19""",11,22,FALSE,1,1,1,2,3,2,2,1,1,3,2,3,2,2,1,2,1,2,1,1,1,2,2,1,9,3,2,2,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,3,2,3,4,2,2,3,2,2,3,3,9,1, , , ,2,2, ,6,6,"""6"""
508,2,2,35,"""35""",20,3,FALSE,2,1,1,2,2,1,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,4,3,3,2,3,2,2,2,2,2,3,2,2,3,2,2,1,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,3,2,2,4,1,4,4,2,2,3,2,3,4,6,8,3,2013,1,1,2,1,1,2,2,"""2"""
1230,2,5,13,"""13""",2,1,FALSE,1,1,1,1,1,1,3,2,3,1,2,1,2,3,1,1,1,1,1,1,1,2,1,1,2,3,3,2,2,3,2,2,2,2,2,2,1,2,3,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,3,2,2,3,1,3,3,3,1,4,2,2,3,6,5,1, , , ,2,3,2,1,1,"""1"""
267,2,4,29,"""29""",1,4,FALSE,1,2,2,2,2,1,3,1,1,3,2,2,1,1,4,1,2,1,2,1,1,2,1,2,5,4,4,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,1,3,1,2,4,2,4,3,3,2,4,2,4,3,5,7,3,1979,1,2,1,3,1,1,1,"""1"""
1895,2,4,13,"""13""",32,-98,TRUE,2,2,1,1,1,1,2,1,1,1,1,2,2,1,4,1,1,1,1,1,1,2,1,1,2,4,3,3,3,3,3,3,3,3,3,3,2,1,4,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,3,2,2,2,2,2,4,3,2,3,2,2,3,7,5,3, , , ,2,2,2,3,3,"""3"""
1491,2,1,13,"""13""",29,1,FALSE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,104,4,4,4,4,4,4,4,4,4,1,2,2,3,2,3,3,3,3,3,2,2,1,1,0,0,1, , , , ,4,2,6,6,"""6"""
1304,2,2,16,"""16""",16,15,FALSE,1,1,4,1,1,1,4,1,1,2,1,2,1,1,12,1,1,2,2,1,2,4,1,1,5,3,2,2,3,3,2,2,2,2,2,2,2,1,4,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,4,4,4,4,1,2,1,3,2,2,3,2,2,4,2,3,2,1,6,6,1, , , ,1,2,2,2,2,"""2"""
394,2,5,1,"""1""", ,5,FALSE,2,3,1,1,1,1,3,1,2,1,1,1,1,1,4,1,1,2,1,1,1,3,1,1,9,4,4,3,4,4,3,3,3,3,3,3,2,2,3,1,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,4,4,4,4,4,1,3,1,2,3,2,3,2,2,1,3,2,3,4,3,9,3,2011,1,2,2,3,1,2,2,"""2"""
1975,2,4,-98,"""-98""", ,3,FALSE,2,3,3,2,2,2,2,2,2,2,2,2,2,2,6,1,1,1,1,1,1,2,1,1,3,3,3,2,3,3,2,2,2,2,2,2,1,2,4,2,1,1,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,3,2,3,3,4,4,3,2,2,2,3,3,2,10,1, , , ,2,2,3,2,2,"""2"""
1688,2,4,11,"""11""",19,3,FALSE,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,2,1,2,3,1,1,1,1,1,1,1,2,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,3,1,2,3,2,4,4,2,2,3,1,3,3,5,6,3,1990,1,2,1,3,1,2,2,"""2"""
2522,2,2,35,"""35""",20,3,FALSE,1,2,1,1,1,1,2,1,1,1,1,2,2,1,4,2,1,3,1,1,2,2,1,1,2,3,3,3,3,4,2,1,2,2,2,3,1,2,3,2,2,2,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,1,3,1,1,3,1,4,3,3,1,4,2,3,3,5,8,3,2000,1,1,2,2,1,2,2,"""2"""
162,2,5,20,"""20""",11,3,FALSE,2,2,3,1,4,4,1,1,4,1,1,3,1,1,5,2,4,2,3,2,2,3,2,4,8,4,4,2,4,4,2,2,2,2,2,2,2,1,4,1,1,1,1,1,-99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,60,4,4,4,4,4,4,4,4,4,1,-99,2,2,3,-99,4,4,4,1,-98,1,-98,3,6,8,3,2003,1,2,1,3,1,1,1,"""1"""
