SRCID,Mode,Q1,Q2,nominal Q2,Q3,Q4,binary undecided voter,DUM1,DUM2,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5m,Q6,Q7a,Q7b,Q7c,Q7d,Q7e,Q7f,Q7g,Q7h,Q7i,Q8,Q9a,Q9b,Q9c,Q9d,Q9e,Q9f,Q9g,Q9h,Q9i,Q9j,Q9k,Q10,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_DK,Q13_REF,Q14,Q15a,Q15b,Q15c,Q15d,Q15e,Q15f,Q15g,Q15h,Q15i,Q15_safe_gambler,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d,Q18,Q20,Q22,Q23,Q24,Q25,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,nominal StateMap
2387,2,5,16,"""16""",16,5,FALSE,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,5,4,4,2,4,4,2,2,2,2,3,3,2,1,4,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,48,4,4,4,4,4,4,4,4,4,1,2,1,2,3,1,3,4,3,2,4,1,3,3,4,8,3,1996,1,2,1,2,1,1,1,"""1"""
927,2,1,4,"""4""",1,96,FALSE,1,3,4,1,2,2,2,2,2,2,2,3,3,2,5,1,1,2,2,2,2,2,2,1,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,1,2,2,2,3,3,3,1,4,2,3,2,3,3,1, , , ,2,3,3,2,2,"""2"""
940,2,2,19,"""19""",28,1,FALSE,2,2,1,2,1,1,2,1,2,3,1,4,3,3,6,1,1,1,1,1,1,3,1,1,4,3,3,3,2,3,2,3,2,2,1,1,1,4,1,4,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,2,1,2,4,1,1,4,4,3,4,7,8,3,2017,1,1,2,4,1,2,2,"""2"""
2132,2,2,1,"""1""", ,1,FALSE,1,3,2,2,2,1,3,2,3,2,2,3,3,2,4,2,1,1,1,1,1,2,2,1,2,3,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,3,1,3,4,2,1,2,1,2,3,2,5,3, , , ,2,2,2,2,2,"""2"""
454,2,4,1,"""1""",5,16,FALSE,2,3,4,2,4,3,4,2,3,2,4,4,4,4,10,1,1,1,1,1,1,1,2,1,9,3,3,3,2,3,3,2,2,2,2,2,1,2,4,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,4,1,1,4,1,4,4,2,1,3,1,3,3,5,8,1, , , ,1,3,2,4,4,"""4"""
1007,2,4,11,"""11""",1,3,FALSE,1,2,2,1,1,2,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,2,2,3,4,1,3,3,2,1,2,1,2,1,2,1,4,1,1,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,4,4,4,4,1,3,1,2,3,1,4,3,2,2,4,1,4,1,8,8,3,1979,1,2,1,4,1,4,4,"""4"""
2232,2,4,11,"""11""",16,-98,TRUE,1,1,4,2,1,2,1,1,2,1,1,1,3,1,5,2,2,1,3,1,3,2,1,2,5,4,4,4,4,4,2,1,1,1,1,2,1,1,4,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,1,4,1,3,4,1,4,4,2,2,4,1,3,3,8,8,3,2015,1,2,2,3,1,2,2,"""2"""
1552,2,2,1,"""1""",11,4,FALSE,2,3,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,5,3,4,3,3,3,3,3,3,3,3,3,2,2,4,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,4,4,4,4,4,1,2,3,2,3,3,6,6,3,1990,1,2,2,3,1,1,1,"""1"""
1309,2,2,29,"""29""",29,1,FALSE,1,1,1,2,3,1,3,1,1,2,2,1,3,2,6,3,3,3,2,1,3,3,2,2,5,4,2,2,2,2,3,3,2,1,2,2,1,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,2,1,2,2,2,3,3,3,1,4,2,3,2,7,10,3,1980,1,2,1,3,1,1,1,"""1"""
908,2,2,36,"""36""",4,3,FALSE,1,2,2,2,2,2,3,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,2,2,2,1,2,1,1,2,3,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,4,3,2,3,4,2,3,3,2,3,3,0,10,1, , , ,2,4,2,2,2,"""2"""
710,2,2,96,"""96""",26,3,FALSE,1,3,1,3,3,2,3,3,2,3,2,2,2,1,1,2,1,2,1,1,1,2,1,1,5,3,3,3,4,4,3,3,1,1,2,1,1,1,4,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,3,3,3,3,3,3,2,2,8,10,1, , , ,1,4,3,3,3,"""3"""
1712,2,1,1,"""1""", ,3,FALSE,2,3,1,1,1,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,1,3,1,4,3,3,1,1,3,2,2,2,2,3, , , ,2,2,2,1,1,"""1"""
2011,2,2,1,"""1""",17,-99,TRUE,1,1,2,1,2,2,3,1,2,4,2,2,3,2,4,2,1,2,1,1,2,3,1,2,2,2,3,3,2,3,2,3,2,1,2,2,1,1,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,2,3,2,4,4,3,2,4,1,3,3,7,8,3, , , ,2,2,3,2,2,"""2"""
1261,2,2,11,"""11""",32,3,FALSE,2,3,2,2,2,1,1,2,3,2,1,1,3,1,12,3,1,2,2,1,2,2,1,1,8,3,3,3,3,3,2,2,2,2,2,2,1,1,4,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,2,3,2,3,3,2,2,3,2,3,2,7,8,3,2010,2, ,2,2,1,1,1,"""1"""
1116,2,5,31,"""31""",13,11,FALSE,2,1,3,1,1,1,3,1,3,3,3,2,4,3,4,1,1,1,1,3,2,3,1,1,9,4,4,4,4,3,3,3,3,3,3,3,2,1,1,1,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,4,4,4,4,4,4,4,4,4,1,4,1,1,4,1,4,4,1,1,4,1,4,4,5,5,1, , , ,2,3,2,1,1,"""1"""
1414,2,2,20,"""20""",1,3,FALSE,1,1,1,1,3,2,3,2,2,2,2,2,2,2,4,1,1,2,1,1,1,2,1,1,4,3,4,3,4,4,2,2,2,2,2,2,1,2,3,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,1,3,1,4,3,1,1,3,1,4,2,2,7,1, , , ,2,2,3,4,4,"""4"""
2377,2,2,1,"""1""",4,3,FALSE,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,2,1,1,1,1,1,2,1,1,5,3,3,2,3,3,2,1,2,1,1,2,2,1,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,1,3,1,3,3,3,1,3,2,3,3,7,7,2, , , ,1,1,3,4,4,"""4"""
206,2,4,5,"""5""",1,3,FALSE,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,2,3,2,3,3,2,2,2,2,2,3,5,6,3, , , ,2,2,2,2,2,"""2"""
274,2,2,-98,"""-98""", ,-98,TRUE,1,2,2,2,2,1,3,2,3,2,2,3,3,2,1,1,1,1,1,1,1,2,1,2,9,3,3,3,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,3,2,2,2,3,3,3,2,2,3,2,2,3,10,3,2007,1,2,2,2,1,1,1,"""1"""
1588,1,1,96,"""96""",96,-99,TRUE,2,2,2,4,4,4,4,2,2,1,4,2,3,4,6,1,1,4,3,2,4,4,2,4,1,4,4,4,4,1,4,2,3,4,3,2,2,3,4,3,1,3,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,3,4,4,4,4,4,4,1,4,0.851851852,1,2,1,3,3,4,4,4,4,1,4,3,4,2,3,1, , , ,2,3,3,3,3,"""3"""
1538,1,5,16,"""16""",18,97,TRUE,1,2,-98,-98,-98,-98,-98,-98,-98,3,-98,2,4,1,6,3,-98,2,1,1,2,4,1,4,8,-98,-98,4,-98,3,3,3,3,3,-98,-98,-98,-98,4,1,1,1,1,1,-98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,4,-98,4,4,4,4,4,4,-98,0.888888889,3,2,2,-98,-98,4,4,1,-98,4,-98,-98,1,10,8,1, , , ,1,1,3,8,8,"""8"""
70,2,2,20,"""20""",16,3,FALSE,1,2,1,2,4,3,3,1,3,1,1,1,3,1,12,2,2,2,1,1,2,2,1,3,5,2,3,2,3,3,2,1,1,1,1,1,2,1,4,1,1,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,3,2,2,2,2,4,4,3,2,3,2,2,3,3,6,3,2012,1,2,1,3, ,6,6,"""6"""
1235,1,2,35,"""35""",11,3,FALSE,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,3,2,2,2,3,4,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,4,1,1,4,1,4,3,1,1,4,1,3,1,3,5,1, , , ,2,4,3,3,3,"""3"""
2235,2,2,16,"""16""",29,4,FALSE,1,1,1,2,2,1,4,1,4,4,2,4,3,1,4,1,1,2,1,1,2,3,1,1,2,3,2,3,2,3,2,1,2,2,3,3,1,2,3,2,1,2,2,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4,4,4,4,4,4,4,4,4,1,4,1,2,3,1,3,2,3,1,2,1,2,4,1,1,3, , , ,2,2,3,3,3,"""3"""
1020,2,2,13,"""13""",11,1,FALSE,2,2,1,1,1,1,3,1,3,1,1,1,2,3,1,1,1,3,1,1,1,2,1,1,2,3,3,3,3,2,1,1,1,2,2,2,2,2,3,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,4,4,4,4,4,4,4,4,4,1,4,2,1,4,1,4,4,1,1,3,1,3,3,5,7,3,1993,1,2,2,4,1,5,5,"""5"""
313,2,4,11,"""11""",37,-98,TRUE,2,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,3,3,2,1,2,2,2,2,1,2,1,1,4,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,3,2,2,2,3,2,3,1,2,2,3,4,7,8,1, , , ,2,1,2,3,3,"""3"""
667,2,2,16,"""16""",30,1,FALSE,1,3,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,2,1,1,8,3,2,2,3,4,1,1,2,2,2,3,1,2,2,2,1,2,3,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,4,4,3,4,4,3,3,3,4,0.851851852,2,1,2,1,2,2,2,3,1,3,1,2,3,7,7,3,1980,2, ,1,4,1,5,5,"""5"""
247,2,2,-98,"""-98""", ,3,FALSE,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,9,3,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,2,2,3,3,2,2,2,2,2,2,1,5,3, , , ,1,3,2,2,2,"""2"""
423,2,4,16,"""16""",13,1,FALSE,2,1,1,1,1,1,4,1,4,4,1,4,4,4,4,1,1,2,1,1,1,2,1,1,5,4,3,4,3,4,3,3,3,3,3,3,2,2,3,2,2,2,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,1,1,2,3,2,4,4,2,1,4,1,1,3,7,7,1, , , ,1,4,3,4,4,"""4"""
1932,2,4,4,"""4""",1,3,FALSE,2,3,1,2,2,1,2,1,2,3,3,2,1,1,4,1,1,1,2,2,1,3,2,1,9,3,3,2,2,3,1,2,1,1,2,2,2,2,4,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,2,3,2,3,3,3,2,2,3,2,2,5,7,3,2011,1,1,2,2,1,2,2,"""2"""
1072,2,2,-98,"""-98""", ,3,FALSE,1,3,3,3,3,2,3,2,3,2,3,2,2,1,4,2,1,2,2,2,2,2,2,1,2,2,3,2,2,3,2,2,2,2,2,2,1,1,3,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,3,3,3,3,3,3,2,3,2,3,3,4,2,1, , , ,2,1,3,1,1,"""1"""
377,2,4,1,"""1""", ,3,FALSE,1,1,2,2,1,2,2,1,1,1,1,2,3,2,4,1,1,1,1,1,1,1,1,1,4,4,3,3,3,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,4,2,1,3,1,4,4,2,2,3,2,3,3,4,0,1, , , ,2,2,3,4,4,"""4"""
1175,2,2,16,"""16""",33,3,FALSE,1,1,1,1,2,2,3,2,3,3,3,2,3,3,2,2,2,1,2,1,2,1,2,2,3,4,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,4,4,4,4,4,4,4,4,4,1,2,2,2,2,3,3,4,3,2,3,2,3,3,3,4,1, , , ,2,4,3,2,2,"""2"""
341,2,1,13,"""13""",29,1,FALSE,1,1,1,2,1,1,1,1,1,2,1,2,2,4,10,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,3,2,3,3,2,2,2,2,4,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,4,1,4,4,1,1,3,1,4,4,8,8,3, , , ,1,4,2,1,1,"""1"""
1767,2,2,-98,"""-98""", ,3,FALSE,1,1,2,1,1,1,2,2,2,2,2,2,2,2,4,3,1,2,3,2,2,3,2,2,2,3,3,3,3,3,2,2,2,3,2,3,1,2,3,2,2,2,2,2,2,1,0,1,0,0,1,0,0,0,1,1,0,0,0,48,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,3,3,3,2,2,3,2,2,9,6,2, , , ,1,1,3, , ,""" """
228,2,2,1,"""1""", ,1,FALSE,1,1,2,2,3,2,3,3,3,3,3,3,3,2,4,2,2,1,2,2,2,1,2,1,1,3,2,2,2,3,1,2,1,2,2,2,2,2,3,2,2,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,2,1,3,3,3,3,3,3,2,2,2,2,3,3,5,1, , , ,1,3,2,1,1,"""1"""
1697,2,2,13,"""13""",1,6,FALSE,1,2,1,3,1,1,4,1,2,2,3,3,3,3,1,1,1,3,2,1,2,2,2,1,2,4,2,4,3,4,3,2,3,3,3,3,2,2,3,2,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,3,1,2,2,1,3,3,2,2,4,1,3,4,8,10,1, , , ,2,2,3,3,3,"""3"""
2025,2,2,16,"""16""",16,4,FALSE,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,1,2,2,2,3,2,3,3,3,2,3,3,2,2,8,9,1, , , ,1,4,3,1,1,"""1"""
2332,2,2,33,"""33""",33,1,FALSE,1,1,2,2,2,2,1,2,1,2,3,2,2,3,4,2,2,2,2,1,1,2,1,2,8,4,2,3,3,3,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,3,3,3,3,2,3,3,3,2,3,3,2,5,9,1, , , ,1,3,2,3,3,"""3"""
110,2,4,16,"""16""",16,3,FALSE,2,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,2,2,2,2,3,3,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,3,3,1,4,2,3,2,4,3,2,3,10,10,1, , , ,1,1,3,3,3,"""3"""
1978,2,1,1,"""1""", ,3,FALSE,1,1,1,1,1,1,1,1,3,1,1,1,2,2,3,1,1,1,1,1,1,3,1,1,7,3,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,4,4,4,4,1,3,2,2,2,2,2,4,3,2,3,3,2,2,8,8,3,2002,1,2,1,2,1,2,2,"""2"""
1501,1,2,1,"""1""",5,6,FALSE,2,1,1,3,2,1,2,2,1,2,2,4,3,3,3,1,1,2,1,1,3,1,1,1,9,3,2,2,2,2,2,1,2,2,2,2,1,3,1,3,4,2,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,1,3,2,1,3,1,4,4,2,2,3,1,2,1,8,5,1, , , ,1,3,3,3,3,"""3"""
81,2,2,7,"""7""",5,1,FALSE,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,3,2,3,3,3,2,2,2,2,2,1,1,2,1,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,2,2,3,3,3,1,2,2,2,3,10,7,1, , , ,2,3,3,4,4,"""4"""
409,2,2,11,"""11""",35,4,FALSE,1,3,2,2,2,1,2,1,1,3,1,2,2,1,4,1,1,1,1,1,2,2,1,1,2,3,2,2,2,2,1,1,1,1,2,2,-98,2,3,2,2,2,2,2,-98,0,0,0,1,0,0,0,0,0,1,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,4,1,1,4,1,4,3,3,3,4,1,3,3,5,8,1, , , ,1,3,3,3,3,"""3"""
705,2,2,19,"""19""",29,3,FALSE,1,2,1,1,1,1,1,2,3,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,5,3,2,2,2,2,1,3,2,1,2,2,2,2,4,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,3,2,3,2,3,2,3,1,2,2,3,3,8,10,3,2013,1,2,1,2,1,2,2,"""2"""
2528,2,2,17,"""17""",2,2,FALSE,2,3,1,1,3,1,1,2,3,2,3,2,3,2,2,1,1,1,1,2,1,2,2,1,6,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,2,1,1,3,1,3,2,2,2,4,2,3,3,3,8,3,2008,1,2,2,3,1,1,1,"""1"""
1375,2,4,11,"""11""",96,4,FALSE,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,5,3,3,2,2,3,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,2,3,1,3,3,3,2,3,2,2,4,5,8,3,2001,1,2,1,2,1,1,1,"""1"""
2276,2,2,19,"""19""",16,1,FALSE,1,1,1,2,2,2,3,3,3,2,2,2,3,2,1,2,1,1,2,1,1,2,1,1,9,3,3,3,3,3,2,2,3,2,3,3,2,2,3,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,4,4,4,4,4,4,4,4,4,1,2,1,1,2,1,3,4,3,2,3,2,2,3,5,7,3, , , ,2,3,2,3,3,"""3"""
475,2,1,16,"""16""",5,6,FALSE,1,1,1,2,2,1,1,1,3,2,2,2,3,2,4,1,1,2,3,1,2,2,2,1,5,4,2,3,1,3,2,1,1,2,2,1,1,2,4,2,1,1,2,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,1,2,2,3,3,3,4,4,2,2,4,3,5,6,3,1997,1,2,1,3,1,3,3,"""3"""
371,2,4,13,"""13""",1,11,FALSE,2,2,2,1,2,2,2,2,2,1,2,2,3,2,8,2,2,2,1,2,2,1,2,1,9,3,3,3,3,3,1,1,1,2,1,1,2,2,3,2,2,2,2,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,36,4,4,4,4,4,4,4,4,4,1,2,2,3,3,2,3,3,3,2,2,2,3,2,5,5,1, , , ,1,2,3,3,3,"""3"""
787,2,2,13,"""13""",1,1,FALSE,1,2,1,2,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,2,1,1,5,3,2,2,2,2,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,12,4,4,4,4,4,4,4,4,4,1,2,2,1,3,1,3,3,2,2,3,2,2,3,8,7,1, , , ,1,3,3,6,6,"""6"""
1247,2,4,11,"""11""",37,4,FALSE,1,2,1,2,3,3,2,1,3,2,1,2,2,1,6,1,2,1,2,1,1,2,1,2,8,2,3,1,3,2,1,2,1,1,2,1,1,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,1,3,1,3,3,2,2,3,1,3,3,6,7,3,1988,1,2,1,3,1,1,1,"""1"""
753,2,1,1,"""1""", ,3,FALSE,1,1,2,2,2,1,2,2,2,1,2,2,1,2,4,1,2,3,1,2,3,2,2,2,5,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,3,2,3,3,2,3,3,1,2,2,5,5,3,2017,1,2,2,2,1,6,6,"""6"""
306,2,2,-98,"""-98""", ,1,FALSE,1,1,1,2,1,1,3,1,3,3,3,3,3,3,4,2,1,2,1,1,2,3,2,1,2,3,3,1,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,2,3,2,2,3,3,4,2,2,3,2,6,5,3,2007,2, ,2,2,1,2,2,"""2"""
641,2,2,11,"""11""",32,1,FALSE,2,2,1,3,1,2,3,1,2,3,1,2,2,3,1,2,2,2,2,1,2,2,1,2,5,3,2,1,2,2,2,3,2,1,2,2,1,1,3,2,2,2,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,60,4,4,4,4,4,4,3,4,4,0.962962963,3,2,2,3,2,4,3,2,1,3,1,2,4,8,7,3,2007,1,2,1,4,1,3,3,"""3"""
542,2,4,16,"""16""",11,4,FALSE,1,2,3,1,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,5,3,4,3,3,4,2,2,2,2,2,2,2,1,4,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,3,4,4,4,4,4,3,4,3,0.888888889,2,1,1,4,2,3,4,3,3,4,2,4,2,7,8,3,1999,1,1,2,3,1,1,1,"""1"""
1967,2,1,1,"""1""",6,3,FALSE,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,9,3,3,2,3,4,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,1,2,1,1,3,2,4,4,3,2,3,2,2,3,1,8,1, , , ,1,3,2,2,2,"""2"""
1805,2,2,1,"""1""", ,4,FALSE,2,2,2,2,1,1,2,1,1,1,1,1,2,1,8,3,1,2,1,1,3,3,1,2,2,3,3,3,2,3,1,1,2,1,2,2,1,1,4,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,1,3,1,4,3,3,2,3,2,3,2,8,9,2,2019,1,2,1,2,1,4,4,"""4"""
877,2,1,19,"""19""",33,1,FALSE,1,1,2,1,1,1,3,2,2,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,8,1,1,2,2,2,2,2,1,1,1,2,1,2,3,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,3,2,4,4,3,2,2,3,2,2,3,10,3,1975,1,2,1,4,1,1,1,"""1"""
2179,2,2,12,"""12""",13,11,FALSE,1,3,1,3,1,1,1,1,3,3,2,2,2,1,12,2,2,1,1,1,2,3,1,1,9,4,3,3,3,3,2,2,2,2,1,1,2,1,3,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,1,1,2,2,2,3,3,3,2,3,2,2,2,9,5,3, , , ,1,3,2,1,1,"""1"""
2194,1,5,13,"""13""",7,15,FALSE,1,1,2,2,1,2,1,2,2,2,2,1,2,2,7,2,2,3,2,2,3,2,2,2,4,3,4,3,3,3,3,3,2,1,2,1,1,2,2,2,2,2,2,2,2,0,1,1,1,0,0,0,1,0,1,0,0,0,0,104,4,3,2,4,4,4,3,4,4,0.851851852,2,2,3,2,2,3,3,3,2,2,3,2,2,0,0,1, , , ,1,3,3,5,5,"""5"""
2523,1,1,4,"""4""",7,1,FALSE,1,3,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,2,1,2,3,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,20,4,4,4,4,4,4,4,4,4,1,3,1,3,3,2,3,2,3,1,3,2,3,3,1,5,1, , , ,2,3,3,1,1,"""1"""
1233,1,4,16,"""16""",96,11,FALSE,1,1,1,1,2,1,4,1,1,3,2,3,2,1,4,1,1,1,1,1,1,2,1,1,1,4,4,4,3,3,3,3,3,2,4,2,2,2,4,2,2,1,1,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,104,4,3,4,4,3,3,3,4,4,0.851851852,3,1,2,3,2,3,3,3,2,4,2,3,2,6,7,3, , , ,1,4,2,1,1,"""1"""
